Final Accuracy,epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,68,5657,,,,,0.11009174585342407,25.288240432739258
,69,5699,,,0.875,0.3501066565513611,,
,69,5739,,,,,0.11314984411001205,25.636354446411133
,70,5749,,,0.9375,0.1578964740037918,,
,70,5799,,,0.9375,0.15680353343486786,,
,70,5821,,,,,0.12232416123151779,26.322372436523438
,71,5849,,,0.875,0.3201724886894226,,
,71,5899,,,1.0,0.1791733205318451,,
,71,5903,,,,,0.12232416123151779,26.974714279174805
,72,5949,,,1.0,0.14793632924556732,,
,72,5985,,,,,0.10397553443908691,27.52529525756836
,73,5999,,,0.9375,0.10655468702316284,,
,73,6049,,,0.9375,0.32472407817840576,,
,73,6067,,,,,0.11926605552434921,22.086023330688477
,74,6099,,,0.9375,0.24254238605499268,,
,74,6149,,,1.0,0.2394241839647293,,
,74,6149,,,,,0.11314984411001205,21.923349380493164
,75,6199,,,0.9375,0.2914651334285736,,
,75,6231,,,,,0.11314984411001205,21.145605087280273
,76,6249,,,1.0,0.12529626488685608,,
,76,6299,,,0.9375,0.21100792288780212,,
,76,6313,,,,,0.11009174585342407,21.543874740600586
,77,6349,,,0.8125,0.4118301272392273,,
,77,6395,,,,,0.09785933047533035,22.385845184326172
,78,6399,,,1.0,0.019301922991871834,,
,78,6449,,,0.75,0.70145183801651,,
,78,6477,,,,,0.09785933047533035,21.373516082763672
,79,6499,,,0.9375,0.29497644305229187,,
,79,6549,,,1.0,0.03200160339474678,,
,79,6559,,,,,0.11009174585342407,21.4529972076416
,80,6599,,,0.875,0.5407639741897583,,
,80,6641,,,,,0.1070336401462555,22.398038864135742
,81,6649,,,0.9375,0.1840542107820511,,
,81,6699,,,0.9375,0.12489893287420273,,
,81,6723,,,,,0.10397553443908691,23.103994369506836
,82,6749,,,0.9375,0.15059584379196167,,
,82,6799,,,1.0,0.07915659993886948,,
,82,6805,,,,,0.1070336401462555,23.6925106048584
,83,6849,,,0.875,0.27676069736480713,,
,83,6887,,,,,0.09785933047533035,24.156370162963867
,84,6899,,,0.875,0.410954087972641,,
,84,6949,,,0.9375,0.20706194639205933,,
,84,6969,,,,,0.10091742873191833,24.751487731933594
,85,6999,,,0.875,0.35210123658180237,,
,85,7049,,,0.9375,0.14191514253616333,,
,85,7051,,,,,0.1070336401462555,25.169694900512695
,86,7099,,,0.875,0.3805946409702301,,
,86,7133,,,,,0.1070336401462555,25.494247436523438
,87,7149,,,0.9375,0.14715977013111115,,
,87,7199,,,1.0,0.011834637261927128,,
,87,7215,,,,,0.11009174585342407,26.180227279663086
,88,7249,,,0.9375,0.16458313167095184,,
,88,7297,,,,,0.11009174585342407,26.75072479248047
,89,7299,,,0.9375,0.22043056786060333,,
,89,7349,,,0.8125,0.8038560748100281,,
,89,7379,,,,,0.09480122476816177,27.155332565307617
,90,7399,,,0.9375,0.13591976463794708,,
,90,7449,,,0.875,0.3013875484466553,,
,90,7461,,,,,0.10091742873191833,28.0155029296875
,91,7499,,,0.875,0.4347909092903137,,
,91,7543,,,,,0.10397553443908691,28.47551727294922
,92,7549,,,0.9375,0.12424276769161224,,
,92,7599,,,1.0,0.12456779927015305,,
,92,7625,,,,,0.11009174585342407,28.98516273498535
,93,7649,,,0.9375,0.16532711684703827,,
,93,7699,,,1.0,0.0029888013377785683,,
,93,7707,,,,,0.10091742873191833,29.0604190826416
,94,7749,,,1.0,0.017682993784546852,,
,94,7789,,,,,0.1070336401462555,29.93916893005371
,95,7799,,,0.875,0.2880174517631531,,
,95,7849,,,0.9375,0.14616771042346954,,
,95,7871,,,,,0.12232416123151779,30.364336013793945
,96,7899,,,0.875,0.43819910287857056,,
,96,7949,,,1.0,0.03957659751176834,,
,96,7953,,,,,0.10397553443908691,30.536876678466797
,97,7999,,,0.9375,0.24422980844974518,,
,97,8035,,,,,0.11314984411001205,31.017446517944336
,98,8049,,,1.0,0.03278055787086487,,
,98,8099,,,0.875,0.3591355085372925,,
,98,8117,,,,,0.1070336401462555,31.9171085357666
,99,8149,,,0.8125,0.4772420823574066,,
,99,8199,,,1.0,0.029946457594633102,,
,99,8199,,,,,0.10397553443908691,32.0462760925293
0.7783221006393433,100,8200,0.7783221006393433,6.559820175170898,,,,
