epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.125,2.719282627105713,,
0,80,,,0.07407407462596893,2.7093276977539062
1,99,0.0,2.6867778301239014,,
1,149,0.25,2.6710028648376465,,
1,161,,,0.09259258955717087,2.699692487716675
