epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.125,2.683560609817505,,
0,80,,,0.1111111119389534,2.706554889678955
1,99,0.0,2.6875662803649902,,
1,149,0.0,2.7355892658233643,,
1,161,,,0.1111111119389534,2.7240517139434814
