epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0625,2.6911163330078125,,
0,80,,,0.07716049253940582,2.7111551761627197
1,99,0.0,2.705216407775879,,
1,149,0.125,2.677211046218872,,
1,161,,,0.08641975373029709,2.7290849685668945
