Final Accuracy,epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,16,1349,,,0.4375,1.4261525869369507,,
,16,1376,,,,,0.12345679104328156,7.654321193695068
,17,1399,,,0.625,1.4482773542404175,,
,17,1449,,,0.625,1.2290894985198975,,
,17,1457,,,,,0.1358024626970291,7.903765678405762
,18,1499,,,0.4375,2.813784599304199,,
,18,1538,,,,,0.12345679104328156,8.257640838623047
,19,1549,,,0.8125,0.857860803604126,,
,19,1599,,,0.6875,1.2980077266693115,,
,19,1619,,,,,0.1419753134250641,8.284871101379395
,20,1649,,,0.75,0.992730975151062,,
,20,1699,,,0.6875,0.8753417134284973,,
,20,1700,,,,,0.13271604478359222,9.856232643127441
,21,1749,,,0.8125,0.7524272203445435,,
,21,1781,,,,,0.12345679104328156,10.583738327026367
,22,1799,,,0.625,1.260751724243164,,
,22,1849,,,0.5625,1.3108351230621338,,
,22,1862,,,,,0.10493826866149902,10.40639877319336
,23,1899,,,0.875,0.6437839269638062,,
,23,1943,,,,,0.13271604478359222,10.310919761657715
,24,1949,,,0.75,0.830354630947113,,
,24,1999,,,0.5625,1.11336350440979,,
,24,2024,,,,,0.12962962687015533,10.990245819091797
,25,2049,,,0.75,0.7003301978111267,,
,25,2099,,,0.8125,0.8186254501342773,,
,25,2105,,,,,0.12654320895671844,11.673420906066895
,26,2149,,,0.875,0.6032206416130066,,
,26,2186,,,,,0.11419752985239029,12.228854179382324
,27,2199,,,0.75,0.8034706115722656,,
,27,2249,,,0.6875,0.8795105218887329,,
,27,2267,,,,,0.1111111119389534,12.759100914001465
,28,2299,,,0.75,0.8287351131439209,,
,28,2348,,,,,0.1419753134250641,13.827211380004883
,29,2349,,,0.8125,0.5141947269439697,,
,29,2399,,,0.8125,0.7543280124664307,,
,29,2429,,,,,0.1111111119389534,15.158628463745117
,30,2449,,,0.8125,0.4999716281890869,,
,30,2499,,,0.8125,0.9772350788116455,,
,30,2510,,,,,0.11419752985239029,14.772941589355469
,31,2549,,,0.75,0.9037646055221558,,
,31,2591,,,,,0.1388888955116272,15.750285148620605
,32,2599,,,0.8125,0.6559997200965881,,
,32,2649,,,0.8125,0.5841299891471863,,
,32,2672,,,,,0.1419753134250641,15.793493270874023
,33,2699,,,0.8125,0.4903969168663025,,
,33,2749,,,0.8125,0.5875624418258667,,
,33,2753,,,,,0.1388888955116272,18.30535888671875
,34,2799,,,0.75,0.7205715775489807,,
,34,2834,,,,,0.13271604478359222,17.92559814453125
,35,2849,,,0.8125,0.6066563725471497,,
,35,2899,,,0.8125,0.6103339791297913,,
,35,2915,,,,,0.11728394776582718,17.42999839782715
,36,2949,,,0.9375,0.3649774193763733,,
,36,2996,,,,,0.12345679104328156,18.124425888061523
,37,2999,,,0.875,0.5173456072807312,,
,37,3049,,,1.0,0.09529832005500793,,
,37,3077,,,,,0.11728394776582718,18.094253540039062
,38,3099,,,0.875,0.5825589299201965,,
,38,3149,,,0.875,0.5367733836174011,,
,38,3158,,,,,0.1358024626970291,16.927515029907227
,39,3199,,,0.75,0.8393207788467407,,
,39,3239,,,,,0.12037037312984467,18.31245231628418
,40,3249,,,0.875,0.41387122869491577,,
,40,3299,,,0.8125,0.6857553124427795,,
,40,3320,,,,,0.1358024626970291,17.61397933959961
,41,3349,,,0.9375,0.30771884322166443,,
,41,3399,,,0.8125,1.2723432779312134,,
,41,3401,,,,,0.12345679104328156,18.477527618408203
,42,3449,,,0.8125,0.7481393814086914,,
,42,3482,,,,,0.12037037312984467,18.82719612121582
,43,3499,,,0.75,0.9038293957710266,,
,43,3549,,,0.8125,0.6651729941368103,,
,43,3563,,,,,0.13271604478359222,18.204729080200195
,44,3599,,,0.8125,0.6214337348937988,,
,44,3644,,,,,0.12962962687015533,19.455530166625977
,45,3649,,,0.9375,0.2774122357368469,,
,45,3699,,,1.0,0.06468241661787033,,
,45,3725,,,,,0.12654320895671844,19.939550399780273
,46,3749,,,0.8125,0.4921269118785858,,
,46,3799,,,0.9375,0.3271309435367584,,
,46,3806,,,,,0.11728394776582718,19.47294807434082
,47,3849,,,0.9375,0.22274622321128845,,
,47,3887,,,,,0.12654320895671844,21.367076873779297
,48,3899,,,0.9375,0.34319376945495605,,
,48,3949,,,0.8125,0.7342191934585571,,
,48,3968,,,,,0.13271604478359222,20.105091094970703
,49,3999,,,0.8125,0.4755605459213257,,
,49,4049,,,0.8571428656578064,0.5976253151893616,,
,49,4049,,,,,0.12345679104328156,20.046218872070312
0.7262051701545715,50,4050,0.7262051701545715,4.379451751708984,,,,
