epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0625,2.6563689708709717,,
0,80,,,0.09876543283462524,2.707932949066162
1,99,0.125,2.701141595840454,,
1,149,0.125,2.7287447452545166,,
1,161,,,0.05864197388291359,2.7436249256134033
