epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.1875,2.6921956539154053,,
0,80,,,0.09876543283462524,2.7096376419067383
1,99,0.125,2.727900505065918,,
1,149,0.1875,2.7073705196380615,,
1,161,,,0.09259258955717087,2.71883225440979
