epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.125,2.721607208251953,,
0,81,,,0.12844036519527435,2.6993517875671387
1,99,0.125,2.6360344886779785,,
1,149,0.0625,2.658473014831543,,
1,163,,,0.13149847090244293,2.720039129257202
