epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0625,2.706089496612549,,
0,81,,,0.0764525979757309,2.699923276901245
1,99,0.1875,2.5820460319519043,,
1,149,0.0625,2.697567939758301,,
1,163,,,0.08562690764665604,2.6970014572143555
