epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0625,2.6944503784179688,,
0,80,,,0.06172839552164078,2.7012593746185303
1,99,0.125,2.5713250637054443,,
1,149,0.0625,2.7286510467529297,,
1,161,,,0.08950617164373398,2.6972227096557617
