epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.125,2.707820177078247,,
0,80,,,0.07407407462596893,2.7274720668792725
1,99,0.3125,2.559157371520996,,
1,149,0.0,2.7074267864227295,,
1,161,,,0.06790123134851456,2.806300401687622
