epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0,2.714348793029785,,
0,80,,,0.08024691045284271,2.698470115661621
1,99,0.0625,2.638629674911499,,
1,149,0.125,2.5621531009674072,,
1,161,,,0.10185185074806213,2.7833266258239746
