Final Accuracy,epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,39,3199,,,0.75,0.9546778202056885,,
,39,3239,,,,,0.08950617164373398,16.026918411254883
,40,3249,,,0.75,0.5772481560707092,,
,40,3299,,,0.8125,0.47198086977005005,,
,40,3320,,,,,0.1111111119389534,16.69516372680664
,41,3349,,,0.8125,0.4091838300228119,,
,41,3399,,,0.6875,0.9606019854545593,,
,41,3401,,,,,0.12654320895671844,16.858478546142578
,42,3449,,,0.75,0.6288761496543884,,
,42,3482,,,,,0.08950617164373398,17.492599487304688
,43,3499,,,0.875,0.49561557173728943,,
,43,3549,,,0.75,0.6626055836677551,,
,43,3563,,,,,0.11419752985239029,17.98175621032715
,44,3599,,,0.75,1.018642783164978,,
,44,3644,,,,,0.11419752985239029,18.880739212036133
,45,3649,,,0.9375,0.3095971345901489,,
,45,3699,,,1.0,0.0904298648238182,,
,45,3725,,,,,0.11419752985239029,19.45317840576172
,46,3749,,,0.8125,0.6175549030303955,,
,46,3799,,,0.875,0.5126874446868896,,
,46,3806,,,,,0.11419752985239029,20.037700653076172
,47,3849,,,0.8125,0.46164172887802124,,
,47,3887,,,,,0.10802469402551651,20.630084991455078
,48,3899,,,1.0,0.11212994158267975,,
,48,3949,,,0.75,0.5943925976753235,,
,48,3968,,,,,0.10802469402551651,21.386978149414062
,49,3999,,,0.875,0.33092767000198364,,
,49,4049,,,1.0,0.1744772046804428,,
,49,4049,,,,,0.12037037312984467,21.901758193969727
0.06666667014360428,50,4050,0.06666667014360428,12.44642448425293,,,,
