epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.0625,2.7174293994903564,,
0,80,,,0.10802469402551651,2.7158734798431396
1,99,0.125,2.6340560913085938,,
1,149,0.0625,2.7100532054901123,,
1,161,,,0.11728394776582718,2.756070852279663
